participant_alias,fold,support_seed,condition,shots,query_clip_count,query_positive_count,query_negative_count,adaptation_recipe,precision,recall,false_positive_rate,f1,tp,tn,fp,fn
P011,1,20260620,0,5,95,59,36,no_adaptation_zero_shot_fallback,1.0,0.711864406779661,0.0,0.8316831683168318,42,36,0,17
P011,1,20260620,5,5,95,59,36,no_adaptation_zero_shot_fallback,1.0,0.711864406779661,0.0,0.8316831683168318,42,36,0,17
P011,1,20260621,0,5,95,59,36,no_adaptation_zero_shot_fallback,1.0,0.711864406779661,0.0,0.8316831683168318,42,36,0,17
P011,1,20260621,5,5,95,59,36,no_adaptation_zero_shot_fallback,1.0,0.711864406779661,0.0,0.8316831683168318,42,36,0,17
P011,1,20260622,0,5,95,59,36,no_adaptation_zero_shot_fallback,1.0,0.6949152542372882,0.0,0.8200000000000001,41,36,0,18
P011,1,20260622,5,5,95,59,36,no_adaptation_zero_shot_fallback,1.0,0.6949152542372882,0.0,0.8200000000000001,41,36,0,18
P011,1,20260623,0,5,95,59,36,no_adaptation_zero_shot_fallback,1.0,0.711864406779661,0.0,0.8316831683168318,42,36,0,17
P011,1,20260623,5,5,95,59,36,no_adaptation_zero_shot_fallback,1.0,0.711864406779661,0.0,0.8316831683168318,42,36,0,17
P011,1,20260624,0,5,95,59,36,no_adaptation_zero_shot_fallback,1.0,0.6949152542372882,0.0,0.8200000000000001,41,36,0,18
P011,1,20260624,5,5,95,59,36,no_adaptation_zero_shot_fallback,1.0,0.6949152542372882,0.0,0.8200000000000001,41,36,0,18
P013,1,20260620,0,3,30,16,14,no_adaptation_zero_shot_fallback,1.0,0.8125,0.0,0.896551724137931,13,14,0,3
P013,1,20260620,3,3,30,16,14,no_adaptation_zero_shot_fallback,1.0,0.8125,0.0,0.896551724137931,13,14,0,3
P013,1,20260621,0,3,30,16,14,no_adaptation_zero_shot_fallback,1.0,0.8125,0.0,0.896551724137931,13,14,0,3
P013,1,20260621,3,3,30,16,14,no_adaptation_zero_shot_fallback,1.0,0.8125,0.0,0.896551724137931,13,14,0,3
P013,1,20260622,0,3,30,16,14,no_adaptation_zero_shot_fallback,1.0,0.875,0.0,0.9333333333333333,14,14,0,2
P013,1,20260622,3,3,30,16,14,no_adaptation_zero_shot_fallback,1.0,0.875,0.0,0.9333333333333333,14,14,0,2
P013,1,20260623,0,3,30,16,14,no_adaptation_zero_shot_fallback,1.0,0.8125,0.0,0.896551724137931,13,14,0,3
P013,1,20260623,3,3,30,16,14,no_adaptation_zero_shot_fallback,1.0,0.8125,0.0,0.896551724137931,13,14,0,3
P013,1,20260624,0,3,30,16,14,no_adaptation_zero_shot_fallback,1.0,0.8125,0.0,0.896551724137931,13,14,0,3
P013,1,20260624,3,3,30,16,14,no_adaptation_zero_shot_fallback,1.0,0.8125,0.0,0.896551724137931,13,14,0,3
P013,1,20260620,0,5,28,14,14,no_adaptation_zero_shot_fallback,1.0,0.7857142857142857,0.0,0.88,11,14,0,3
P013,1,20260620,5,5,28,14,14,no_adaptation_zero_shot_fallback,1.0,0.7857142857142857,0.0,0.88,11,14,0,3
P013,1,20260621,0,5,28,14,14,no_adaptation_zero_shot_fallback,1.0,0.7857142857142857,0.0,0.88,11,14,0,3
P013,1,20260621,5,5,28,14,14,no_adaptation_zero_shot_fallback,1.0,0.7857142857142857,0.0,0.88,11,14,0,3
P013,1,20260622,0,5,28,14,14,no_adaptation_zero_shot_fallback,1.0,0.8571428571428571,0.0,0.923076923076923,12,14,0,2
P013,1,20260622,5,5,28,14,14,no_adaptation_zero_shot_fallback,1.0,0.8571428571428571,0.0,0.923076923076923,12,14,0,2
P013,1,20260623,0,5,28,14,14,no_adaptation_zero_shot_fallback,1.0,0.7857142857142857,0.0,0.88,11,14,0,3
P013,1,20260623,5,5,28,14,14,no_adaptation_zero_shot_fallback,1.0,0.7857142857142857,0.0,0.88,11,14,0,3
P013,1,20260624,0,5,28,14,14,no_adaptation_zero_shot_fallback,1.0,0.8571428571428571,0.0,0.923076923076923,12,14,0,2
P013,1,20260624,5,5,28,14,14,no_adaptation_zero_shot_fallback,1.0,0.8571428571428571,0.0,0.923076923076923,12,14,0,2
P014,0,20260620,0,3,11,6,5,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,6,5,0,0
P014,0,20260620,3,3,11,6,5,no_adaptation_zero_shot_fallback,1.0,1.0,0.0,1.0,6,5,0,0
P014,0,20260621,0,3,11,6,5,no_adaptation_zero_shot_fallback,1.0,0.8333333333333334,0.0,0.9090909090909091,5,5,0,1
P014,0,20260621,3,3,11,6,5,no_adaptation_zero_shot_fallback,1.0,0.8333333333333334,0.0,0.9090909090909091,5,5,0,1
P014,0,20260622,0,3,11,6,5,no_adaptation_zero_shot_fallback,1.0,0.8333333333333334,0.0,0.9090909090909091,5,5,0,1
